seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr5	142282025	142282124	100	*	Intron (uc003lmt.3/23092, intron 7 of 22)	5	142239170	142248475	9306	2	100874239	uc003lmv.3	-33550	ENSG00000226272	ARHGAP26-AS1	ARHGAP26 antisense RNA 1
chr5	145078850	145078974	125	*	Distal Intergenic	5	145138582	145214899	76318	2	153768	uc003lno.1	135925	ENSG00000186314	PRELID2	PRELI domain containing 2
chr5	147803750	147803949	200	*	Intron (uc003lpg.2/81545, intron 13 of 21)	5	147774277	147822399	48123	1	81545	uc031slt.1	29473	ENSG00000145868	FBXO38	F-box protein 38
chr5	149795875	149796124	250	*	Distal Intergenic	5	149781200	149792499	11300	2	972	uc003lse.3	-3376	ENSG00000019582	CD74	CD74 molecule
chr5	149799075	149799149	75	*	Distal Intergenic	5	149781200	149792499	11300	2	972	uc003lse.3	-6576	ENSG00000019582	CD74	CD74 molecule
chr5	149809700	149809949	250	*	Distal Intergenic	5	149781200	149792499	11300	2	972	uc003lse.3	-17201	ENSG00000019582	CD74	CD74 molecule
chr5	154327325	154327399	75	*	Intron (uc003lvy.4/29093, intron 2 of 6)	5	154320633	154348971	28339	1	29093	uc003lvz.4	6692	ENSG00000082515	MRPL22	mitochondrial ribosomal protein L22
chr5	156672075	156672299	225	*	Intron (uc003lwo.1/3702, intron 13 of 16)	5	156693091	156822606	129516	1	26999	uc011ddn.2	-20792	ENSG00000055163	CYFIP2	cytoplasmic FMR1 interacting protein 2
chr5	156688100	156688299	200	*	Distal Intergenic	5	156693091	156822606	129516	1	26999	uc011ddn.2	-4792	ENSG00000055163	CYFIP2	cytoplasmic FMR1 interacting protein 2
chr5	168039100	168039324	225	*	Distal Intergenic	5	167982628	168006614	23987	2	79646	uc003lzz.2	-32486	ENSG00000120137	PANK3	pantothenate kinase 3
chr5	168352350	168352474	125	*	Intron (uc003mab.4/6586, intron 4 of 35)	5	168198322	168271856	73535	2	6586	uc003mac.1	-80494	ENSG00000184347	SLIT3	slit guidance ligand 3
chr5	169430475	169430649	175	*	Intron (uc003maf.3/1794, intron 30 of 51)	5	169290719	169407744	117026	2	100131897	uc003mag.2	-22731	ENSG00000204767	INSYN2B	inhibitory synaptic factor family member 2B
chr5	170844075	170844324	250	*	Distal Intergenic	5	170846667	170884630	37964	1	8817	uc003mbk.3	-2343	ENSG00000156427	FGF18	fibroblast growth factor 18
chr5	171482925	171482999	75	*	Intron (uc003mbo.1/6793, intron 15 of 18)	5	171288556	171433877	145322	2	23291	uc003mbn.1	-49048	ENSG00000072803	FBXW11	F-box and WD repeat domain containing 11
chr5	172641725	172641749	25	*	Distal Intergenic	5	172659107	172662315	3209	2	1482	uc003mcm.2	20566	ENSG00000183072	NKX2-5	NK2 homeobox 5
chr5	172643500	172643724	225	*	Distal Intergenic	5	172659107	172662315	3209	2	1482	uc003mcm.2	18591	ENSG00000183072	NKX2-5	NK2 homeobox 5
chr5	175807700	175807999	300	*	Downstream (2-3kb)	5	175810940	175815763	4824	2	51491	uc003med.4	7764	ENSG00000048162	NOP16	NOP16 nucleolar protein
chr5	176431500	176431699	200	*	Intron (uc021yil.1/51720, intron 1 of 14)	5	176332006	176433443	101438	2	51720	uc021yil.1	1744	ENSG00000087206	UIMC1	ubiquitin interaction motif containing 1
chr5	176446650	176446799	150	*	Distal Intergenic	5	176449697	176493745	44049	1	23567	uc003mfi.3	-2898	ENSG00000113761	ZNF346	zinc finger protein 346
chr5	176471525	176471749	225	*	Exon (uc003mfi.3/23567, exon 4 of 7)	5	176449697	176508190	58494	1	23567	uc011dft.1	21828	ENSG00000113761	ZNF346	zinc finger protein 346
chr5	176473550	176473799	250	*	Intron (uc003mfi.3/23567, intron 4 of 6)	5	176449697	176508190	58494	1	23567	uc011dft.1	23853	ENSG00000113761	ZNF346	zinc finger protein 346
chr5	176728775	176728974	200	*	Exon (uc003mfv.3/53917, exon 8 of 9)	5	176728199	176730744	2546	2	53917	uc003mfv.3	1770	ENSG00000169228	RAB24	RAB24, member RAS oncogene family
chr6	1556725	1556824	100	*	Distal Intergenic	6	1610681	1614129	3449	1	2296	uc003mtp.3	-53857	ENSG00000054598	FOXC1	forkhead box C1
chr6	5002475	5002599	125	*	Exon (uc003mwl.3/10799, exon 2 of 8)	6	4995280	5004271	8992	2	10799	uc003mwl.3	1672	ENSG00000124787	RPP40	ribonuclease P/MRP subunit p40
chr6	8076625	8076749	125	*	Intron (uc021ylg.1/100526837, intron 3 of 6)	6	8086641	8086766	126	2	100124533	uc010jod.1	10017	NA	SCARNA27	small Cajal body-specific RNA 27
chr6	14154775	14154924	150	*	Distal Intergenic	6	14117865	14137148	19284	1	9308	uc003nbi.3	36910	ENSG00000112149	CD83	CD83 molecule
chr6	16236900	16237199	300	*	Distal Intergenic	6	16238811	16295780	56970	1	2766	uc003nbs.3	-1612	ENSG00000137198	GMPR	guanosine monophosphate reductase
chr6	16237600	16237774	175	*	Distal Intergenic	6	16238811	16295780	56970	1	2766	uc003nbs.3	-1037	ENSG00000137198	GMPR	guanosine monophosphate reductase
chr6	18230825	18231074	250	*	Intron (uc003ncr.1/7913, intron 9 of 10)	6	18211726	18224084	12359	1	221656	uc003ncq.1	19099	ENSG00000165097	KDM1B	lysine demethylase 1B
chr6	36834950	36835224	275	*	Intron (uc003omu.2/51645, intron 2 of 3)	6	36839646	36896740	57095	1	221477	uc003omv.3	-4422	ENSG00000198663	C6orf89	chromosome 6 open reading frame 89
chr6	36841950	36842224	275	*	Promoter	6	36822606	36842800	20195	2	51645	uc003omu.2	576	ENSG00000137168	PPIL1	peptidylprolyl isomerase like 1
chr6	42151300	42151524	225	*	3' UTR	6	42151022	42162694	11673	2	2979	uc003orz.3	11170	ENSG00000112599	GUCA1B	guanylate cyclase activator 1B
chr6	70874975	70875149	175	*	Intron (uc003pfc.1/1310, intron 36 of 50)	6	70925743	70990180	64438	2	1297	uc003pfe.4	115031	ENSG00000112280	COL9A1	collagen type IX alpha 1 chain
chr6	91245825	91246074	250	*	Promoter	6	91223292	91246937	23646	2	6885	uc003pny.2	863	ENSG00000135341	MAP3K7	mitogen-activated protein kinase kinase kinase 7
chr6	101127925	101128049	125	*	Intron (uc003pqk.3/10973, intron 13 of 41)	6	100956608	101329224	372617	2	10973	uc003pqk.3	201175	ENSG00000112249	ASCC3	activating signal cointegrator 1 complex subunit 3
chr6	123152225	123152374	150	*	Distal Intergenic	6	123109971	123130864	20894	1	10924	uc003pzh.3	42254	ENSG00000172594	SMPDL3A	sphingomyelin phosphodiesterase acid like 3A
chr6	123152450	123152599	150	*	Distal Intergenic	6	123109971	123130864	20894	1	10924	uc003pzh.3	42479	ENSG00000172594	SMPDL3A	sphingomyelin phosphodiesterase acid like 3A
chr6	124078275	124078324	50	*	Distal Intergenic	6	124125069	124604288	479220	1	154215	uc010kep.1	-46745	ENSG00000188580	NKAIN2	sodium/potassium transporting ATPase interacting 2
chr6	133161850	133162074	225	*	Distal Intergenic	6	133136446	133138490	2045	1	594839	uc003qdy.1	25404	ENSG00000200534	SNORA33	small nucleolar RNA, H/ACA box 33
chr6	141925700	141925949	250	*	Intron (uc003qit.1/uc003qit.1, intron 4 of 4)	6	142396745	142409936	13192	2	4829	uc003qiu.3	483987	ENSG00000135577	NMBR	neuromedin B receptor
chr6	142475375	142475574	200	*	Intron (uc003qiw.3/51534, intron 1 of 7)	6	142468410	142542085	73676	1	51534	uc011edu.2	6965	ENSG00000009844	VTA1	vesicle trafficking 1
chr6	142751175	142751324	150	*	Intron (uc010khc.3/57211, intron 22 of 25)	6	142738246	142767403	29158	1	57211	uc011edv.2	12929	ENSG00000112414	ADGRG6	adhesion G protein-coupled receptor G6
chr6	149310775	149310974	200	*	Intron (uc003qmg.3/10090, intron 5 of 7)	6	149275397	149285820	10424	2	100128176	uc003qmh.2	-24955	NA	UST-AS1	UST antisense RNA 1
chr6	152487350	152487549	200	*	Intron (uc011eez.2/23345, intron 3 of 17)	6	152442819	152506513	63695	2	23345	uc011eez.2	18964	ENSG00000131018	SYNE1	spectrin repeat containing nuclear envelope protein 1
chr6	158322425	158322574	150	*	Intron (uc003qqv.1/51429, intron 5 of 17)	6	158244294	158366109	121816	1	51429	uc003qqv.1	78131	ENSG00000130340	SNX9	sorting nexin 9
chr6	158322675	158322799	125	*	Intron (uc003qqv.1/51429, intron 5 of 17)	6	158244294	158366109	121816	1	51429	uc003qqv.1	78381	ENSG00000130340	SNX9	sorting nexin 9
chr6	159445175	159445424	250	*	Distal Intergenic	6	159456027	159463371	7345	2	117289	uc011eft.2	17947	ENSG00000164691	TAGAP	T cell activation RhoGTPase activating protein
chr6	159558625	159558774	150	*	Distal Intergenic	6	159590429	159693140	102712	1	84624	uc010kjv.3	-31655	ENSG00000164694	FNDC1	fibronectin type III domain containing 1
chr6	167475725	167475949	225	*	Intron (uc003qvl.3/1235, intron 10 of 12)	6	167525295	167552629	27335	1	1235	uc010kkm.3	-49346	ENSG00000112486	CCR6	C-C motif chemokine receptor 6
chr7	2766875	2766949	75	*	Downstream (<1kb)	7	2742110	2755069	12960	1	155185	uc011jwa.1	24765	ENSG00000174945	AMZ1	archaelysin family metallopeptidase 1
chr7	2928100	2928174	75	*	Distal Intergenic	7	2767741	2883959	116219	2	2768	uc011jwb.2	-44141	ENSG00000146535	GNA12	G protein subunit alpha 12
chr7	14724000	14724099	100	*	Intron (uc003ssz.3/1607, intron 9 of 24)	7	14184674	14881075	696402	2	1607	uc003ssz.3	156976	ENSG00000136267	DGKB	diacylglycerol kinase beta
chr7	18351875	18352099	225	*	Intron (uc011jya.2/9734, intron 2 of 12)	7	18330045	18869015	538971	1	9734	uc003sua.1	21830	ENSG00000048052	HDAC9	histone deacetylase 9
chr7	18358600	18358699	100	*	Intron (uc011jya.2/9734, intron 2 of 12)	7	18330045	18869015	538971	1	9734	uc003sua.1	28555	ENSG00000048052	HDAC9	histone deacetylase 9
chr7	18362375	18362549	175	*	Intron (uc011jya.2/9734, intron 2 of 12)	7	18330045	18869015	538971	1	9734	uc003sua.1	32330	ENSG00000048052	HDAC9	histone deacetylase 9
chr7	18672350	18672574	225	*	Intron (uc011jya.2/9734, intron 8 of 12)	7	18629968	18788761	158794	1	9734	uc010kue.1	42382	ENSG00000048052	HDAC9	histone deacetylase 9
chr7	19715200	19715424	225	*	Distal Intergenic	7	19744981	19745059	79	2	100422967	uc022aai.1	29635	ENSG00000265932	MIR3146	microRNA 3146
chr7	19719950	19720049	100	*	Distal Intergenic	7	19744981	19745059	79	2	100422967	uc022aai.1	25010	ENSG00000265932	MIR3146	microRNA 3146
chr7	23551150	23551174	25	*	Intron (uc003swi.3/29896, intron 4 of 7)	7	23544401	23571656	27256	2	29896	uc003swi.3	20482	ENSG00000164548	TRA2A	transformer 2 alpha homolog
chr7	23551200	23551249	50	*	Intron (uc003swi.3/29896, intron 4 of 7)	7	23544401	23571656	27256	2	29896	uc003swi.3	20407	ENSG00000164548	TRA2A	transformer 2 alpha homolog
chr7	23553175	23553424	250	*	Intron (uc003swi.3/29896, intron 3 of 7)	7	23544401	23571656	27256	2	29896	uc003swi.3	18232	ENSG00000164548	TRA2A	transformer 2 alpha homolog
chr7	24722150	24722199	50	*	Intron (uc003swx.3/51678, intron 12 of 12)	7	24737974	24797083	59110	2	1687	uc010kus.1	74884	ENSG00000105928	GSDME	gasdermin E
chr7	29953150	29953249	100	*	Intron (uc022aaz.1/644150, intron 8 of 8)	7	29959719	29994976	35258	2	9805	uc011jzw.2	41727	ENSG00000136193	SCRN1	secernin 1
chr7	31750500	31750699	200	*	Distal Intergenic	7	31726631	31748069	21439	1	10842	uc011kaf.2	23869	ENSG00000106341	PPP1R17	protein phosphatase 1 regulatory subunit 17
chr7	36447175	36447249	75	*	Intron (uc003tff.3/54443, intron 4 of 23)	7	36363759	36429734	65976	2	23366	uc003tfd.2	-17441	ENSG00000164542	KIAA0895	KIAA0895
chr7	36993325	36993549	225	*	Intron (uc003tfi.2/9844, intron 1 of 6)	7	36892511	37024717	132207	2	9844	uc003tfi.2	31168	ENSG00000155849	ELMO1	engulfment and cell motility 1
chr7	38404925	38405124	200	*	Intron (uc003tgp.2/100506776, intron 3 of 3)	7	38381178	38418238	37061	1	100506776	uc003tgp.2	23747	ENSG00000281103	TRG-AS1	T cell receptor gamma locus antisense RNA 1
chr7	38803150	38803299	150	*	Intron (uc003tgy.3/27072, intron 16 of 28)	7	38763543	38785213	21671	2	27072	uc003tgx.3	-17937	ENSG00000006715	VPS41	VPS41 subunit of HOPS complex
chr7	40205475	40205574	100	*	Intron (uc003thn.2/79783, intron 1 of 13)	7	40174575	40900366	725792	1	79783	uc022acd.1	30900	ENSG00000175600	SUGCT	succinyl-CoA:glutarate-CoA transferase
chr7	44247175	44247374	200	*	Intron (uc003tkm.3/10652, intron 4 of 6)	7	44240578	44253893	13316	1	10652	uc011kbv.2	6597	ENSG00000106636	YKT6	YKT6 v-SNARE homolog
chr7	54809050	54809124	75	*	Distal Intergenic	7	54819940	54826939	7000	2	23480	uc003tqf.3	17815	ENSG00000132432	SEC61G	SEC61 translocon gamma subunit
chr7	54809150	54809174	25	*	Distal Intergenic	7	54819940	54826939	7000	2	23480	uc003tqf.3	17765	ENSG00000132432	SEC61G	SEC61 translocon gamma subunit
chr7	54809400	54809624	225	*	Distal Intergenic	7	54819940	54826939	7000	2	23480	uc003tqf.3	17315	ENSG00000132432	SEC61G	SEC61 translocon gamma subunit
chr7	55315250	55315374	125	*	Distal Intergenic	7	55247443	55256642	9200	2	100507500	uc003tqo.4	-58608	ENSG00000224057	EGFR-AS1	EGFR antisense RNA 1
chr7	65116475	65116649	175	*	Intron (uc003tue.2/644619, intron 1 of 12)	7	65112777	65183632	70856	1	644619	uc003tue.2	3698	ENSG00000273024	INTS4P2	integrator complex subunit 4 pseudogene 2
chr7	69035025	69035224	200	*	Distal Intergenic	7	69063905	69755607	691703	1	26053	uc003tvv.4	-28681	ENSG00000158321	AUTS2	activator of transcription and developmental regulator AUTS2
chr7	73597625	73597674	50	*	Intron (uc011kfg.1/7458, intron 1 of 3)	7	73605528	73605624	97	1	693175	uc022afx.1	-7854	ENSG00000207741	MIR590	microRNA 590
chr7	77601675	77601824	150	*	Distal Intergenic	7	77538110	77569776	31667	1	57157	uc010ldw.2	63565	ENSG00000006576	PHTF2	putative homeodomain transcription factor 2
chr7	92158875	92159024	150	*	Promoter	7	92158087	92167319	9233	1	84060	uc003uma.3	788	ENSG00000127993	RBM48	RNA binding motif protein 48
chr7	92841675	92841899	225	*	Intron (uc003uml.3/253012, intron 2 of 8)	7	92817899	92848870	30972	2	253012	uc003uml.3	6971	ENSG00000188175	HEPACAM2	HEPACAM family member 2
chr7	100287650	100287874	225	*	Promoter	7	100277130	100286870	9741	2	64599	uc003uwg.1	-780	ENSG00000146830	GIGYF1	GRB10 interacting GYF protein 1
chr7	100713050	100713274	225	*	Distal Intergenic	7	100728786	100733889	5104	1	81844	uc003uxq.3	-15512	ENSG00000169871	TRIM56	tripartite motif containing 56
chr7	122794900	122795074	175	*	Intron (uc003vkm.3/6561, intron 6 of 14)	7	122753588	122840025	86438	2	6561	uc003vkm.3	44951	ENSG00000081800	SLC13A1	solute carrier family 13 member 1
chr7	123110050	123110199	150	*	Intron (uc003vkn.3/154865, intron 8 of 12)	7	123092236	123101670	9435	2	154865	uc011kny.2	-8380	ENSG00000164675	IQUB	IQ motif and ubiquitin domain containing
chr7	123128900	123129099	200	*	Intron (uc003vkn.3/154865, intron 7 of 12)	7	123092236	123101670	9435	2	154865	uc011kny.2	-27230	ENSG00000164675	IQUB	IQ motif and ubiquitin domain containing
chr7	124487275	124487399	125	*	Intron (uc011koe.2/25913, intron 11 of 18)	7	124417346	124430864	13519	2	154872	uc003vlj.2	-56411	ENSG00000275356	C7orf77	chromosome 7 open reading frame 77
chr7	128794700	128794949	250	*	Intron (uc003vop.2/340348, intron 1 of 7)	7	128784712	128809534	24823	1	340348	uc003vop.2	9988	ENSG00000158457	TSPAN33	tetraspanin 33
chr7	128803675	128803799	125	*	Intron (uc003vop.2/340348, intron 4 of 7)	7	128806281	128809534	3254	1	340348	uc003voq.2	-2482	ENSG00000158457	TSPAN33	tetraspanin 33
chr7	133078175	133078274	100	*	Intron (uc003vri.3/60412, intron 7 of 8)	7	132938121	133750513	812393	1	60412	uc011kpo.2	140054	ENSG00000131558	EXOC4	exocyst complex component 4
chr7	134671025	134671224	200	*	Promoter	7	134671259	134820530	149272	1	340351	uc011kpw.2	-35	ENSG00000146856	AGBL3	ATP/GTP binding protein like 3
chr7	138769900	138770149	250	*	Intron (uc003vun.3/56829, intron 2 of 12)	7	138745084	138764013	18930	2	56829	uc003vuo.3	-5887	ENSG00000105939	ZC3HAV1	zinc finger CCCH-type containing, antiviral 1
chr7	149684550	149684724	175	*	Distal Intergenic	7	149564783	149570951	6169	2	401431	uc011kur.2	-113599	ENSG00000204934	ATP6V0E2-AS1	ATP6V0E2 antisense RNA 1
chr8	1631425	1631649	225	*	Intron (uc003wpl.4/9228, intron 9 of 11)	8	1711870	1734736	22867	1	2055	uc003wpo.4	-80221	ENSG00000182372	CLN8	CLN8 transmembrane ER and ERGIC protein
chr8	9045600	9045849	250	*	Distal Intergenic	8	8993764	9009152	15389	2	79660	uc003wso.4	-36448	ENSG00000173281	PPP1R3B	protein phosphatase 1 regulatory subunit 3B
chr8	11199400	11199549	150	*	Intron (uc003wtq.1/157739, intron 1 of 8)	8	11197146	11225961	28816	1	157739	uc003wtq.1	2254	ENSG00000154316	TDH	L-threonine dehydrogenase (pseudogene)
chr8	19248350	19248474	125	*	Intron (uc003wzb.3/63898, intron 8 of 9)	8	19171487	19253729	82243	1	63898	uc003wzc.3	76863	ENSG00000104611	SH2D4A	SH2 domain containing 4A
chr8	20086700	20086849	150	*	Distal Intergenic	8	20103676	20112803	9128	2	11178	uc003wzr.3	25954	ENSG00000061337	LZTS1	leucine zipper tumor suppressor 1
chr8	22888125	22888274	150	*	5' UTR	8	22877648	22885412	7765	2	8795	uc003xcs.1	-2713	ENSG00000120889	TNFRSF10B	TNF receptor superfamily member 10b
chr8	27640725	27640974	250	*	Intron (uc003xgg.3/157570, intron 4 of 10)	8	27633016	27636034	3019	1	157570	uc003xgh.3	7709	ENSG00000171320	ESCO2	establishment of sister chromatid cohesion N-acetyltransferase 2
chr8	33311875	33312074	200	*	Intron (uc003xjc.3/84750, intron 1 of 3)	8	33228344	33313413	85070	2	84750	uc003xjc.3	1339	ENSG00000172728	FUT10	fucosyltransferase 10
chr8	73922050	73922199	150	*	Promoter	8	73921097	73959987	38891	1	7013	uc003xze.2	953	ENSG00000147601	TERF1	telomeric repeat binding factor 1
chr8	95794875	95795074	200	*	Intron (uc003ygx.2/286148, intron 16 of 18)	8	95835518	95872524	37007	1	55656	uc003yha.2	-40444	ENSG00000164941	INTS8	integrator complex subunit 8
chr8	107673275	107673474	200	*	Intron (uc003ymf.3/55074, intron 3 of 15)	8	107670119	107719373	49255	1	55074	uc003ymi.1	3156	ENSG00000164830	OXR1	oxidation resistance 1
chr8	112878700	112878899	200	*	Distal Intergenic	8	113322454	113349960	27507	2	114788	uc003ynw.1	471061	ENSG00000164796	CSMD3	CUB and Sushi multiple domains 3
chr8	117529375	117529624	250	*	Distal Intergenic	8	116962736	117337297	374562	2	100859921	uc031tcc.1	-192078	ENSG00000249917	LINC00536	long intergenic non-protein coding RNA 536
chr8	118317400	118317499	100	*	Distal Intergenic	8	118147337	118188953	41617	1	169026	uc022bab.1	170063	ENSG00000164756	SLC30A8	solute carrier family 30 member 8
chr8	120435625	120435774	150	*	3' UTR	8	120428552	120436678	8127	1	4856	uc003yoq.2	7073	ENSG00000136999	CCN3	cellular communication network factor 3
chr8	125521875	125522099	225	*	Intron (uc003yrd.2/83940, intron 6 of 11)	8	125500735	125551329	50595	2	83940	uc003yrd.2	29230	ENSG00000147687	TATDN1	TatD DNase domain containing 1
chr8	131757000	131757199	200	*	Distal Intergenic	8	131792547	132052835	260289	2	114	uc003ytd.4	295636	ENSG00000155897	ADCY8	adenylate cyclase 8
chr8	131763400	131763524	125	*	Distal Intergenic	8	131792547	132052835	260289	2	114	uc003ytd.4	289311	ENSG00000155897	ADCY8	adenylate cyclase 8
chr8	138924800	138924874	75	*	Distal Intergenic	8	139155103	139165459	10357	2	51059	uc003yva.3	240585	ENSG00000147724	FAM135B	family with sequence similarity 135 member B
chr8	140487275	140487449	175	*	Distal Intergenic	8	140613082	140631342	18261	2	51305	uc003yve.1	143893	ENSG00000169427	KCNK9	potassium two pore domain channel subfamily K member 9
chr8	142240225	142240449	225	*	Intron (uc010meq.1/57210, intron 1 of 7)	8	142220870	142238673	17804	2	57210	uc003ywd.1	-1552	ENSG00000022567	SLC45A4	solute carrier family 45 member 4
chr8	142248525	142248574	50	*	Intron (uc010meq.1/57210, intron 1 of 7)	8	142220870	142238673	17804	2	57210	uc003ywd.1	-9852	ENSG00000022567	SLC45A4	solute carrier family 45 member 4
chr8	144201100	144201274	175	*	Distal Intergenic	8	144239331	144241457	2127	2	4062	uc011lka.2	40183	ENSG00000176956	LY6H	lymphocyte antigen 6 family member H
chr8	145675225	145675424	200	*	3' UTR	8	145654163	145669812	15650	2	4796	uc011llg.2	-5413	ENSG00000160949	TONSL	tonsoku like, DNA repair protein
chr9	5432550	5432649	100	*	Intron (uc003zjc.3/55848, intron 2 of 5)	9	5357967	5437937	79971	2	55848	uc003zjc.3	5288	ENSG00000107020	PLGRKT	plasminogen receptor with a C-terminal lysine
chr9	5440500	5440699	200	*	Intron (uc003zjd.3/55848, intron 2 of 7)	9	5357967	5437937	79971	2	55848	uc003zjc.3	-2563	ENSG00000107020	PLGRKT	plasminogen receptor with a C-terminal lysine
chr9	7084175	7084324	150	*	Intron (uc011lmj.1/23081, intron 15 of 17)	9	6925501	7175648	250148	1	23081	uc011lml.2	158674	ENSG00000107077	KDM4C	lysine demethylase 4C
chr9	21445375	21445574	200	*	Distal Intergenic	9	21440453	21441315	863	1	3439	uc003zpd.2	4922	ENSG00000197919	IFNA1	interferon alpha 1
chr9	31790150	31790299	150	*	Distal Intergenic	9	32384601	32436395	51795	1	48	uc010mjh.1	-594302	ENSG00000122729	ACO1	aconitase 1
chr9	33712150	33712399	250	*	Distal Intergenic	9	33673502	33677418	3917	2	11191	uc003zth.4	-34732	ENSG00000237984	PTENP1	phosphatase and tensin homolog pseudogene 1
chr9	33728200	33728374	175	*	Distal Intergenic	9	33750464	33799229	48766	1	5646	uc003zti.4	-22090	ENSG00000010438	PRSS3	serine protease 3
chr9	33912075	33912249	175	*	Exon (uc003ztm.3/54926, exon 4 of 5)	9	33921691	33928833	7143	2	55833	uc003ztn.1	16584	ENSG00000137073	UBAP2	ubiquitin associated protein 2
chr9	33915250	33915449	200	*	Intron (uc003ztm.3/54926, intron 4 of 4)	9	33921691	33928833	7143	2	55833	uc003ztn.1	13384	ENSG00000137073	UBAP2	ubiquitin associated protein 2
chr9	35086125	35086349	225	*	Downstream (2-3kb)	9	35073835	35080013	6179	2	2189	uc010mkj.1	-6112	ENSG00000221829	FANCG	FA complementation group G
chr9	35086525	35086724	200	*	Downstream (1-2kb)	9	35073835	35080013	6179	2	2189	uc010mkj.1	-6512	ENSG00000221829	FANCG	FA complementation group G
chr9	36397100	36397324	225	*	Intron (uc003zzh.3/152006, intron 1 of 11)	9	36336399	36400296	63898	2	152006	uc003zzh.3	2972	ENSG00000137075	RNF38	ring finger protein 38
chr9	38078025	38078249	225	*	Distal Intergenic	9	37915895	38069210	153316	2	6461	uc004aax.3	-8815	ENSG00000107338	SHB	SH2 domain containing adaptor protein B
chr9	38390750	38390874	125	*	Distal Intergenic	9	38392661	38398662	6002	1	219	uc004aay.3	-1787	ENSG00000137124	ALDH1B1	aldehyde dehydrogenase 1 family member B1
chr9	38407075	38407249	175	*	3' UTR	9	38392661	38398662	6002	1	219	uc004aay.3	14414	ENSG00000137124	ALDH1B1	aldehyde dehydrogenase 1 family member B1
chr9	92717075	92717299	225	*	Distal Intergenic	9	92785723	92785817	95	2	100422963	uc022bjp.1	68518	ENSG00000263967	MIR4290	microRNA 4290
chr9	113399950	113400149	200	*	Distal Intergenic	9	113431051	113563278	132228	1	4593	uc004bez.2	-30902	ENSG00000030304	MUSK	muscle associated receptor tyrosine kinase
chr9	126195275	126195299	25	*	Intron (uc010mwh.1/57706, intron 1 of 4)	9	126141933	126202803	60871	2	57706	uc010mwh.1	7504	ENSG00000119522	DENND1A	DENN domain containing 1A
chr9	129993575	129993874	300	*	Distal Intergenic	9	130025941	130155828	129888	1	84253	uc011mad.2	-32067	ENSG00000136895	GARNL3	GTPase activating Rap/RanGAP domain like 3
chr9	129994950	129995124	175	*	Distal Intergenic	9	130025941	130155828	129888	1	84253	uc011mad.2	-30817	ENSG00000136895	GARNL3	GTPase activating Rap/RanGAP domain like 3
chr9	130005250	130005549	300	*	Distal Intergenic	9	130025941	130155828	129888	1	84253	uc011mad.2	-20392	ENSG00000136895	GARNL3	GTPase activating Rap/RanGAP domain like 3
chr9	133043575	133043774	200	*	Distal Intergenic	9	132962872	132999583	36712	1	23413	uc010myz.1	80703	ENSG00000107130	NCS1	neuronal calcium sensor 1
chr9	133232125	133232249	125	*	Distal Intergenic	9	133320094	133376661	56568	1	445	uc004bzm.3	-87845	ENSG00000130707	ASS1	argininosuccinate synthase 1
chr9	138353525	138353799	275	*	Downstream (<1kb)	9	138354565	138364095	9531	2	100506599	uc004cfp.4	10296	ENSG00000225361	PPP1R26-AS1	PPP1R26 antisense RNA 1
chr9	138360225	138360399	175	*	Exon (uc004cfp.4/100506599, exon 2 of 3)	9	138354565	138364095	9531	2	100506599	uc004cfp.4	3696	ENSG00000225361	PPP1R26-AS1	PPP1R26 antisense RNA 1
chr9	138680275	138680399	125	*	Intron (uc010nbf.3/57582, intron 29 of 30)	9	138645597	138678245	32649	1	57582	uc004cgo.1	34678	ENSG00000107147	KCNT1	potassium sodium-activated channel subfamily T member 1
chr9	138685925	138686149	225	*	Distal Intergenic	9	138645597	138678245	32649	1	57582	uc004cgo.1	40328	ENSG00000107147	KCNT1	potassium sodium-activated channel subfamily T member 1
